date,forecast_hour,dry_mass_Eg,water_mass_kg,total_energy_J,pe_cumulative_kg,hydrostatic_rmse,geostrophic_rmse,sp_method
2020-01-01T00:00:00,12.0,5.11725795755321,1.2182163633995776e+16,1.3404022498114206e+24,,271.69441556614447,6.213108574571296,hypsometric_msl_standard_atm
2020-01-01T00:00:00,18.0,5.117317331181109,1.2181882313637888e+16,1.3404669575308666e+24,,271.0946324039529,6.151810438012458,hypsometric_msl_standard_atm
2020-01-01T00:00:00,24.0,5.117559773495034,1.2184724508246016e+16,1.3403391273590433e+24,,271.2975914926388,6.034004846715919,hypsometric_msl_standard_atm
2020-01-01T00:00:00,30.0,5.117483357436903,1.21723936571392e+16,1.3402134589150412e+24,,266.72482299258417,5.898896262173876,hypsometric_msl_standard_atm
2020-01-01T00:00:00,36.0,5.117220574157865,1.2165088991510528e+16,1.3401906887153252e+24,,264.539069857542,5.722879292166345,hypsometric_msl_standard_atm
2020-01-01T00:00:00,42.0,5.117391548215984,1.2162862050967552e+16,1.3402559728955236e+24,,265.0693049622923,5.710258929181941,hypsometric_msl_standard_atm
2020-01-01T00:00:00,48.0,5.117759334855475,1.2150332557623296e+16,1.3401298721059572e+24,,269.0897447840552,5.568859717473868,hypsometric_msl_standard_atm
2020-01-01T00:00:00,54.0,5.117735695355478,1.2133187048177664e+16,1.3400340355058868e+24,,270.6713533136694,5.414693107850004,hypsometric_msl_standard_atm
2020-01-01T00:00:00,60.0,5.117456969157836,1.2113433419841536e+16,1.3400256768249784e+24,,271.2728765680669,5.36718231330576,hypsometric_msl_standard_atm
2020-01-01T00:00:00,66.0,5.11756911934387,1.2086394453229568e+16,1.3400576703967312e+24,,270.4177090507438,5.427704291338376,hypsometric_msl_standard_atm
2020-01-01T00:00:00,72.0,5.117841798227558,1.2069324105711616e+16,1.3399194639313664e+24,,271.01970387004394,5.43229802225105,hypsometric_msl_standard_atm
2020-01-01T00:00:00,78.0,5.11778682264617,1.2045094047711232e+16,1.3397677106383226e+24,,271.9849225159044,5.375527311366399,hypsometric_msl_standard_atm
